siret,enseigne1Etablissement,codePostalEtablissement
39230263400077,LA FLEUR 2 SEL,95300
39230575100027,PAIN DE SOLEIL,97150
39231771500028,WEEK-END GRILLADES,97429
39231994300024,LE BOSS BURGER,04260
39235461900034,LE COMPOTIER,05000
39235943600053,BOUCHERIE ANDRE,84810
39235951900015,RESTAURANT DE LA GARE,95460
39235951900049,LA BARAKA,95460
39237089600038,LA CABANE A PIZZAS,40300
39237089600053,LOU BON MINJAT,40100
39237089600061,AU PETIT CREUX,40100
39237207400048,LA VENITIENNE,35310
39237207400055,LA VENITIENNE,35200
39237706500025,TI CHOU SERVICE PLUS,97190
39238301400025,CREPERIE DU ROY,37190
39238537300056,FOOD TROTTEUR,33200
39239599200036,CYBER SNACK,97430
39240558500044,ROMA,17200
39240754000054,STOP CROC FRITERIE,62630
39243640800075,PIZZ'HOUSE,30320
39243825500029,LA PIZZ' CHEZ BENOIT,46000
39243873500020,AU P'TIT CREUX,85520
39246777500020,MC DONALD'S,93140
39247440900027,LE QUEEN'S,64200
39247893900045,CHEZ NONO,97442
39249310200041,FOLIE PIZZA,61000
39249772300057,PIZZA ROMEO,49100
39250587100054,OLLE FRITES,62138
39250765300021,SNACK RESTO RAPIDE GAVROCHE,57190
39250771100027,EMBARCADERE DE L'AUTIZE,85420
39250826300036,CAFE CLUB SADDAKA,93600
39253052300035,PAIN ET FRIANDISES,75002
39253296600034,CRE'AGE,97133
39256252600013,RESTAURANT DU CAMPING LE PROVENCAL,83370
39257173300022,SUCRE SALE,56170
39257541100039,RESTAURANT GREC,40200
39259792800028,BON APPETIT,20167
39259792800036,BON APPETIT,20090
39260182900022,LORIYAN PIZZA,34480
39261160400035,CLUB HOUSE,74400
39262300500049,KEBAB ISTANBUL,40100
39262316100024,AU FOURGON,30160
39262316100032,AU FOURGON,30160
39262481300029,GLACES ALFRED,83990
39262597600031,MAG DELICE,76100
39262908500037,MC DONALD ' S,71100
39263896100038,LE ROYAL PIZZA,14123
39264749100027,L'ANDALOUSE II,04270
39264841600049,PLANETALIS,13008
39264918200061,AU BON VERGER,24260
39268419700032,LE CHICH KEBAB,33000
39270022500015,SPIGA D'ORO 2,92170
39270061300038,CROUSTY'CHO,25220
39274190600011,RESTAURANT COSMOS,37000
39275519500030,KAFENEION,73200
39276802400011,LE BISTRO DU SPLENDID,30240
39276802400029,GLACIER DONATUCCI,30240
39278000300027,LA PANETIERE,33000
39278006000027,CHEZ L,24000
39278024300029,L'OLEAS,66110
39278247000018,MC DONALD,26100
39279727000023,TOPOLY,94110
39279792400033,L'HIRONDELLE,86420
39280240100019,ETAPE DE LA VALLEE,46350
39280813500025,LA FRITE QUI ROULE,43260
39282391000022,INSTINCT GOURMAND,02000
39283411500041,FOOD TRUCK LE DETOUR,13100
39284263900032,TENTATIONS CREPES,37550
39285461800080,PIZZA KINGS,13210
39285820500017,AU PLAISIR DE MANGER,97200
39286763600053,LE PAQUEBOT,58500
39286846900041,LE FORUM,54130
39287484800048,PICA CHAUD,66000
39287512600022,PASTA D'OR,59140
39289856500040,A L'OMBRE DES PLATANES,34670
39291929600021,LE PATIO,80000
39292335500029,AU CORNET DE FRITES,59500
39292878400033,LE PAIN DU COIN,59000
39293250500028,SNACK DES ARENES,34250
39293894000039,ELA-GOL,93100
39294669500039,PIZZA YAN,18410
39295069700038,L'ORIENT EXPRESS,06000
39295582900032,SPEED RABBIT PIZZA,92140
39295582900057,SPEED RABBIT PIZZA,92140
39295582900065,SPEED RABBIT PIZZA,92130
39295582900073,SPEED RABBIT PIZZA,92140
39295864100020,ACH,71450
39299027100026,LA BARQUE,97460
39299841500070,PIZZA ET PIATTI,44760
39299841500088,CASA DI PIZZA,85710
39299904100016,SNACK DU SOLEIL,97220
39300474200085,L'IRE LANDAISE,40430
39301555700027,ROSE DES SABLES,14000
39301555700035,FLEUR DU DESERT,14000
39302986300049,LA BOITE A PIZZA,45100
39302986300064,LE BOITE A PIZZA,18000
39305952200044,LE TOQUE,68120
39305952200051,LE TOQUE,68120
39306513100020,LA BOITE A PIZZA,17200
39306660000031,CHEZ HASSANE,66000
39307224400022,LES GOURMANDS DISENT,20090
39308483500031,LE BAR OULEDI,97470
39310203300056,CAZ' DALLE,97410
39310203300064,CAZ' DALLE,97410
39310701600056,LE SAFARI,63000
39311211500034,'COQ FRIT',81000
39311211500075,COQ FRIT,81600
39313787200056,LA NORMANDE EXPRESS,61100
39314049600018,SAIGAN DELICES,94600
39314702000043,CHEZ TONTON,34340
39316175700025,LA FOUEE ANGEVINE,49000
39316175700033,LA FOUEE ANGEVINE,49480
39316214400082,AU COQ MAGIQUE,34500
39316414000054,ARC EN CIEL,66470
39318152400033,L'INCONTOURNABLE,59400
39318152400041,L'INCONTOURNABLE,59268
39319627400046,AMZER ZO,29900
39320465600010,ELEPHANT D'OR,69004
39320758400011,MAC DONALD'S,74700
39321193300030,PIZZA DELLA CASA,50800
39321193300048,PIZZA DELLA CASA,50410
39321193300055,CAUMONT PIZZA - CAUMONT KEBAB,14240
39321193300071,BELLA NAPOLI,50890
39321544700045,NICO PIZZA,59400
39322239300075,LE SNACK DU SOLEIL,74260
39323067700063,LA TARTERIE DE L'ORANGERIE,49300
39323116200032,ANDIAMO PIZZA,76600
39323364800046,SMATCH PIZZA,31600
39323793800021,CRAZY CACTUS,36190
39323849800033,AU COIN DE PECHE,97434
39325063400051,OZLEM,67310
39326072400058,MINI MAX,59300
39326207600036,CASA DEL SANDWICH,78330
39326359500059,MIDI CAFE III,30220
39326609300045,NEW BURGER LOUGHMARI,72600
39327026900029,BEAUMONT CAFE,64000
39328672900024,CALA D ASCIAGHJU,20137
39329355000058,PIZZERIA PINOCCHIO,24480
39330756600025,L EXQUISE,53000
39331285500041,LA CABANE A PAINS,89000
39331627800059,CODE PASTA,24000
39331729200042,PIZZA'CHRIS,35460
39331729200059,AMERICAN ' DINER,35300
39333004800033,LE GATEAU DU SOLEIL,75012
39334277900039,BANANA LAND,31000
39335043400451,CROUSTIMAX,97190
39335043400485,CROUSTIMAX,97170
39336791700027,L'ACCENT AIGU,77160
39337693400054,SNACK +,97200
39337693400062,SNACK +,97200
39339468900052,LA ROTISSERIE,26740
39339717900077,LES 4 SAISONS,35220
39339717900085,LES 4 SAISONS,35113
39340410800028,MC DONALD'S,13090
39340581600025,MC DONALD S STE MARGUERITE,13009
39340589900021,MC DONALD'S,13290
39340653300017,SNACK BAR LE CHRYSTEL,97440
39342178900032,LA THEIERE GOURMANDE,56130
39343080600066,LE SPOT,38750
39344131600055,OOPS,83700
39345107500021,ETOILE D'ASIE,13360
39346450800026,CINE SNACK,83700
39346702200058,CHEZ TONY,57370
39346764200061,LA CUISINERIE,22400
39347544700107,PIZZA PINPIN,64140
39347544700115,WOODY'S,97427
39347787200054,PAUSE GRIGNOTTE,34000
39348714500046,LA FONTAINE,44000
39350720700024,RESTO A ILEO,86500
39350769400023,O SISSOU PARFUM D'ITALIE,73290
39350887400038,BRIOCHE DOREE,97139
39350887400046,BRIOCHE DOREE,97122
39351912900034,PIZZA DELICE,31800
39353942400050,PIZZA MOZZA,69480
39354196600049,PIZZA LUDO,40180
39354547000022,ALLOPIZZ,33470
39355659200045,LA CABANE,17190
39355727700034,MC ILIAS,47200
39356519700026,ROTISSERIE CHEZ MIMI,17120
39357545100033,FOOD'ISULA,20620
39358948600017,TERROIRS ET SAVEURS DE FRANCE,10220
39360301400027,LA GOURMANDINE,23300
39361197500029,LE PATIO,24250
39361197500037,SESAME,24220
39362918300020,DELICIEUX,77340
39362943100064,ZOZO,33000
39362943100072,LE PALAIS DES GLACES,34280
39363195700023,CHEZ MADO,31300
39363464700027,PIZZA MAX,69330
39363464700050,PIZZA MAX,69330
39363464700068,PIZZA MAX   MAISON ROMANO,69330
39363464700076,PIZZA MAX,69330
39365095700029,L'ESCALE,56370
39365708500030,PIZZA D'LYS,38420
39365768900021,CHAVANNE,31520
39365899200028,LE PACHACAFE,83310
39366296000029,SALMON HOUSE,92210
39366842100034,LE PANIER DE PASQUA ET SANDY,84170
39366848800033,LE MIAM,44000
39366924700040,AUX DELICES D'ORIENT,13400
39366924700057,DELICES D'ORIENT,13015
39367678800028,CREMERIE DE LA CASCADE DE BERARD,74660
39367945100038,O'SNACK,34980
39367966700021,PIZZA ABSOLU,83260
39368452700038,AU RE'GAL,17630
39368659700021,CHEZ  YAYE,66390
39370308700048,LE FORESTIER,97490
39370412700074,LA FINCA POMALU,81340
39371498500040,CHEZ GINO,06410
39371850700014,DOMINO'S PIZZA,86100
39372238400020,CANCAN SANDWICH,06160
39372250900014,LE MARLY,20260
39372623700018,LE MARLY,20260
39373558400020,REYNIER,85160
39373916400068,LA BOUTIQUE DES CAFES MERLING,17000
39373916400076,CAFES ERREL,24000
39373916400084,CAFES ERREL,87000
39373916400092,CAFES ERREL,87000
39373916400100,CAFES ERREL,87280
39373916400126,MAISON MERLING,33000
39378452500049,L'ATELIER PUB,26400
39380151900025,LE TIR BOUCHON,13210
39380179000055,CHEZ FREDO,76450
39380179000063,LOU REGALOU,34210
39380503100043,LE NIGLO GOURMAND,85160
39381351400055,LA BROCHE,63550
39381845500031,POINT DE VENTE RELAIS H,83400
39382449500021,LA RENAISSANCE,34300
39382618500034,LE BOSPHORE,01360
39384122600052,MIDI CROQU,92300
39384715700038,LA CABANE D'OLIVIER,82000
39385269400040,PIZZA PARADISO,84410
39385269400057,PASTA PARADISO,84410
39386581100052,LA PIZZAIOLA,56190
39386756900054,L'INSTANT BAGELS,49100
39387586900058,ALLO PIZZA BURGER,20240
39388828400022,A LA POMME D' AMOUR,77370
39388977900053,FRITERIE SNACK DU PORT,66700
39388977900061,CHEZ STEPH,66000
39389754100057,L'OLIVIER,76400
39391258900024,LA PETITE CHARCUTERIE,71700
39391793500032,DOMAINE DES MARSOUINS,97470
39391793500040,DOMAINE DES MARSOUINS,97400
39392011100027,DOC D' ITALIA,06500
39392159800024,MC DONALD'S,30133
39392370100022,HOT PIZZA,59160
39392760300034,LE CROC CHAUD,46100
39393196900025,BRIOCHE DOREE,56000
39393782600021,DELICE KEBAB,18100
39394192700039,CHEZ LA FRITE,02110
39394937500041,CHEZ VALENTINO,21000
39394937500058,BOOSFOR,21220
39398110500025,LE LION DE L'ATLAS,34500
39400807200040,LE GRAND CANDY,83980
39400820500038,LE RESTO,33340
39401398100037,ENCAS D ENVIES,83700
39401461700036,LE N'OEUF 3,44600
39402445900106,ODESIA LE PALLADIUM,39130
39402445900130,ODESIA VACANCES LE PALLADIUM,39130
39403571100032,VIVA PIZZA PASTA,66140
39403734500029,AUX PAINS COMPOSES,97430
39403924200026,SALON DE THE LE COCO,83520
39403996000023,LE LUSTELLE,59100
39404654400026,D'EST EN OUEST,10500
39406289700035,SNACK L'ENTRE DEUX,57330
39407397700032,VERTS DELICES,75008
39407795200023,DI U PONTE,20167
39407922200037,LE SNACK BAR DU COIN,97490
39409635800020,O RENCARD,57400
39410621500012,KEBAB 2000,68100
39411476300037,SPIZZ ITALIA,88000
39411890500022,SNACK BAR TI MARC,97450
39412602300024,L'BARRAQUE A FRITE,44290
39412763300029,LE FEU D'ANATOLIA,19100
39413775600018,LA BILIGOURMANDE,29180
39413824200034,YANO'S PIZZAS,97410
39414419000029,NICO'S PIZZA,59252
39414419000037,AUX DELICES DE PAULINE,59247
39415903200025,SPUNTINO PIZZA,13001
39417295100011,LE CALYPSO,33000
39417875000052,BABILONIA,20220
39417875000078,CROQ VITE,20260
39418864300024,LOU'PIZZA,30300
39419103500028,MILLE ET UNE MIETTES,31000
39419399900023,FOUR SEASONS COMPAGNY,97200
39419599400055,SWICH CAFE,75013
39419599400774,SWICH CAFE,77300
39419732100034,LE MOULIN DES PIZZ,71260
39419732100042,LE MOULIN DES PIZZ,71260
39420170100023,MI DI DISS,42000
39420657700022,LE CORNET GOURMAND,34340
39421037100040,CROQ'FOOD,33460
39421801000020,SPEED RABBIT PIZZA,45000
39421801000038,SPEED RABBIT PIZZA,45100
39421946300020,PIZZA DU PLATEAU,26200
39421946300038,PIZZA DU PLATEAU,26200
39422825800049,LE PETIT MARRAKECH,50000
39423105400039,AUX DELICES DE BRETAGNE,93340
39423946100012,AU CORNET D'AMOUR,66140
39425420500021,CHARMES D'AFRIQUE PARIS,75020
39425562400022,PANIPIZZ,91560
39428535700023,PIZZA ' LAND,17130
39429969700059,LOULOU PIZZA,38160
39430414100028,AU BON COUSCOUS,33000
39431151800036,SNACK DES SAPINS,88250
39433032800029,ASIA VILLAGE,31200
39433651500025,SNACK BAR LE VIEUX MARMITE,97420
39433651500033,SNACK BAR D'A COTE,97420
39435400500024,MC DONALDS LES HALLES,80000
39435411200044,SOTTU MARE,20220
39435708100022,SNACK DU PONT DE L'ARTUBY,83630
39436812000033,LES BURGERS D'ALFRED,49400
39436812000041,PIZZA LINO,49320
39436917700032,ROTISSERIE DU PALAIS,06300
39437189200024,U PIANTO,20100
39437948100028,LE KIKIWI,97310
39439186600032,CROQ PIZZA,79200
39439186600040,CROQ PIZZA,87150
39439186600057,CROQ PIZZA,87600
39440136800029,LE SOLEIL LEVANT DE BELLERIVE,03700
39440880100030,AU COIN GOURMAND,30220
39441094800027,AU DAMEUR'S,38380
39441819800021,CREPERIE,93140
39443292600027,LA PETITE FATMA,06300
39445071200028,TOTO SNACK,08000
39445515800029,BUVETTE SANDWICH,13920
39446165100041,LE ROOF,06240
39448286300021,LA GRIGNOTE,12800
39448455400040,RESTAURANT KAPADOS,42130
39448646800066,MAC RENARD,38750
39448646800074,MAC RENARD,38750
39448761500038,GELATERIA VERDI,44500
39450338700026,GLACIER MAX,06000
39450671100123,SNACK BERGONIER,33000
39451476400023,PIZZERIA NEMRUT,77100
39452168600037,LA CABANE,73150
39453217000039,UNE GLACE A YVOIRE,74140
39454496900030,LE RANCARD,38400
39454761600034,LO SPUNTINO,75013
39455280600033,PIZZA MITCHELLI,97435
39456162500028,LA ROSE DES VENTS,97432
39457335600075,PLANETE PIZZA,12200
39457606000021,CHEZ MARCEL - L'OUSTALOU,12490
39457626800020,SNACK ET VENTE A EMPORTER,26620
39457711800042,PIZZA SHOP,37130
39458303300037,ROYAL PIZZA,17580
39458548300149,FNAC CAFE COLUMBUS,69002
39458548300156,FNAC CAFE COLOMBUS,76600
39458548300198,COLUMBUS CAFE,95220
39458548300214,COLUMBUS CAFE,67000
39458548300222,COLOMBUS CAFE,78150
39458548300248,COLUMBUS CAFE,06000
39458548300289,COLOMBUS CAFE,75002
39459293500032,LE MONTE CRISTO,88240
39462163500033,RESTAURANT KEBAB LOUDUN,86200
39462781400038,LE JOLI PORT,13002
39463281400023,PIZZA MARIO,97200
39463612000039,LE ROYAL DE LA PLACE,59165
39463881100031,ASIA TRAITEUR,34500
39464721800038,OLA PIZZA,03700
39466183900032,LE DOMINO,17190
39466849500069,CAFETTI,74000
39466849500119,CAFETTI,74200
39466849500127,CROUSTI'CHAUD,01170
39468134000045,LA CABANE A FRITE,52140
39469454100035,PIZZA GRILL DES VOLCANS,63530
39470414200014,PANINI DEL'ARTE,75008
39470534700018,PIZZA MANIA,77100
39473394300036,BOUCHERIE ESSAFI,47000
39473546800040,AU BON COIN,44710
39473881900066,FRANKY PIZZA,39570
39474532700046,ROTISSERIE LE GAULOIS,06530
39474863600039,LE KIOSQUE A CREPES,03000
39475479000050,CHARLESTON CAFE,43000
39475662100022,CROC 'N STOCK,33000
39475816300072,CHEZ PASCAL,17340
39476218100045,PIZZA MIDO 2,62800
39480023900045,CHALET TETE DE LA FONTAINE,74310
39480154200025,LA PIZZABELLA,19130
39480154200033,LA PIZZABELLA,19230
39480154200058,LA PIZZABELLA,19230
39480319100045,TITINE &LILOU,73120
39481062600041,ICE & JUICE ADDICT,34300
39481693800028,LE KANARI,97100
39482699400029,L'UMBRIA,06210
39483972400025,PIZZABURGER DU WENHECK,57730
39483974000021,L' ENCAS CAMPAGNARD  DU PAIN SUR LA PLANCHE,75015
39487587600036,PIZZERIA GRILL LA MANDOLINE,84600
39490828900041,PIZZAIOL',95660
39491770200026,CROC'A TOUT,83990
39492368400028,TRAITEUR SEA CHIV,75016
39492846900045,PIZZA-PHIL,56440
39492846900052,LA PIZZ'MANIA,56310
39493626400024,L'ENCAS,84220
39493698300045,SALADERIE ET COMPAGNIE,04000
39493698300052,SALAD BAR AND CO,83150
39494195900030,DAME TARTINE,43200
39494234600021,MAC DONALD,06800
39494788100030,PIZZA MIKA,80120
39496388800026,CHEZ FRED,47120
39496415900070,PALITO,37240
39496599000028,PIZZATHAU,34810
39497658300051,SUMELA,93120
39497833200036,PRONTO PIZZA,11100
39498250800019,LE REGAL,13360
39498556800044,O' FISH'N CHIPS,06560
39500479900056,O PETITS OIGNONS,47200
39503273300044,LE BREAK,20000
39503853200044,CHEZ MARIUS COQUILLAGES ET CRUSTACES,13230
39505299600034,CREPERIE OCEANE,33950
39505350700038,RACOU BEACH SNACK,66700
39505473700055,CHEZ TITI,28170
39505481000043,MONTEBELLO'S PIZZA,61350
39506059300047,PIZZA PRONTO,39130
39506717600010,COUCOU KEBAB,10000
39506717600028,COUCOU KEBAB,10600
39507304200032,LEDENON PIZZA,30210
39508093000013,BUVETTE DU PORT,83400
39509043400022,LE BEST,80136
39509068100028,ANTONIA,06300
39510169400044,A CANTINA DI CHJOSTRA,20250
39510326000034,CASSE CROUTE ET COMPAGNIE,35260
39511960500032,TOM'S,06140
39513112100026,CHEZ MAMY,55150
39513616100316,BISCUITERIE DU BOUFFAY,44000
39513716900029,LE P'TIT SABLON,35400
39515236600047,CHEZ CONCETTA,06200
39516385000021,LE GOMBO GRILL,97218
39516688700046,PIZZA LA PANETIERE,31250
39516688700061,PIZZA JACKY,31140
39519883100061,AL ' BARAQUE,02110
39520576800025,SPEED RABBIT PIZZA,59130
39522497500031,MC DONALD'S,13001
39523128500044,L'ESCALIER,66700
39523510400027,L'ESCALE GOURMANDE,56130
39524035100027,CHEZ NATH,21310
39524142500044,KEBAB ET BAR DE LA PRESSE,10230
39524973300068,ANTHONY S,07400
39525034300021,ALEX PIZZA,13090
39525034300039,ALEX PIZZA,13090
39525472500025,LA ROYALE,80080
39525896500049,BOL DE RIZ,72100
39526640600028,GOURMANDISE,66190
39527105900044,PIZZAS MAMMA MIA,25000
39527506800041,LE FRANCE,76310
39527632200066,LA GUELARDISE,38250
39527906000036,LA RE CRAIE,13090
39527993800058,KRAK N,83230
39528557000036,KD'OCADO,07800
39529202200039,PIZZA NIGHT,97220
39529544700068,PIZZA MIA,64250
39529887000019,LA STORIA,51530
39530105400080,AUX DELICES GLACES,33480
39530124500019,A STREGA,20222
39531223400036,CHEZ TITI,17420
39531619300030,KHO SAMUI PIZZA,87100
39532210000052,LE PUYMORENS,66760
39532872700056,A PAOLINA,20130
39533455000039,SALADERIE DU BOUCHE A OREILLES,83190
39533869200035,RIAD COUSCOUS,59160
39535247900038,PIZZA MARTINE,31150
39535247900046,PIZZA MARTINE,31240
39535247900053,PIZZAS MARTINE,31660
39535247900079,PIZZAS MARTINE,31380
39535551400021,LE CLIPPER,17590
39536136300041,LE CARRET VERT - BISTRO/EPICERIE,06000
39537511600062,HEDIARD,66000
39538014000040,KEBAP DE L'EUROPE,68300
39538333400038,LE BREIZH,06300
39540849500020,LA PETITE FERME II,73500
39562010700171,DUCS DE GASCOGNE,75009
39672031000301,COMTESSE DU BARRY,75017
39744948900046,CAMINITO SAN PEDRO,65000
39744976000040,LA BONA PIZZA,50350
39746421500052,LE SAN-REMO,80400
39746421500060,LE SAN-REMO,80400
39746421500078,LE NAPOLI,80190
39746564200049,LA ROTISSERIE DEL POYO,05600
39746564200056,LA ROTISSERIE DEL POYO,05600
39746623600023,GUINGUETTE  AU FIL DE L'EAU,67270
39747561700031,BIGNE D'ANTAN AU FOUR DES SAVEURS,23800
39748737200039,LE GENOA CAFE,13011
39748808100027,WANADA EXPRESS,61110
39749152300031,COLUMBUS,75013
39749917900026,L'AUTHENTIQUE,69008
39749919500022,MARCELLINO,75008
39750425900011,BAMBOU PALM BEACH,13460
39751802800030,LA CARDAMOME,30500
39752123800022,LA FRINGALE,82200
39752541100039,LA STAMPA,34300
39752683100037,LA COUR DE L'EGLISE,30700
39752756500063,LOVE PIZZA,01330
39753609500037,PIZZA DU SOLEIL,13370
39754411500033,CAVEAU AU TROTTHUS,68340
39754754800032,EIRL LES SIMIOTS,66150
39755304100054,CREPERIE DES PINS,66700
39755707500017,CHEZ LOUN,85230
39756294300019,CHEZ CHARLOT,33120
39757307200030,BO BUN 17,65000
39757307200048,BO BUN 17,65000
39758090300029,BEREKET,13003
39758091100097,CROQ SALE,40200
39758970600076,LA BELLE TROMPE,83120
39758970600092,LAC DE L ARENA,83520
39759905100067,KEBAB ISTAMBUL,64000
39760233500044,LA SANDWICHERIE DE MONTAUBAN,97190
39761256500028,CHEZ JEAN-PAUL,81260
39761749900058,SENOR CARLOS,69120
39762805800018,L'ENTR'ACT,17132
39763232400042,LES 4 SAISONS,57600
39764487300010,LA CUISINE DU LOUP,88120
39764707400046,BANGA PIZZA,97650
39765660400048,LES 4 PATES,33121
39766456600031,LA RECRE BIS,97460
39766880700027,LA PIZZ'A PHIL,50640
39766972200043,L'ENTRACTE,49110
39768022400037,LA BONNE ADRESSE,66240
39768022400045,LA BONNE ADRESSE,66240
39769182500038,LA GRIGNOTERIE,31770
39769249200077,DOLCE VITA CAMION,50800
39769575000026,CHEZ LEON,65110
39769950500038,PIZZA VOLO,01150
39770511200068,LES GOURMANDINES,66230
39770511200076,LE RIUFERRER,66150
39770592200037,SNACK-BAR ATERLA,97490
39770703500069,JACQUET PHILIPPE,09350
39771516000073,MARINA,02150
39771901400029,SNACK DU SOUBEYRAN,04100
39772626600034,LE PROVENCE,13008
39772626600042,LE COMPTOIR QUINSONNAIS,04500
39772626600059,CHEZ NONA,13005
39773861800040,L'ENCAS D'ASNELLES PLAGE,14400
39774326100034,ISLAK HAMBURGER,21000
39774832800044,LA FRINGALE,40180
39775861600031,LE FOURNIL DE SAINTE COLOMBE,69560
39776444000020,MUSSELS & OYSTERS BAR,40550
39777294800022,CAMO LOLO,97150
39777576800021,ISA PIZZAS,74500
39777911700027,PIZZISSIMA,43400
39778000800033,RESTAURANT DU CAMPING STE BRIGITTE,44420
39778491900037,UNI VERT,24290
39778491900045,UNI VERT,24290
39779004900027,LA GRIGNOTE,83350
39779186400036,PIZZA PRESTO,83400
39779730900036,LA PIZZA GINO,64100
39779757200021,LA CALECHE 2,83600
39779757200054,LA CALECHE 2-CHEZ FRANCK,83600
39779892700059,CHEZ SEB,09320
39780088900107,LE BISTROT COQUELICOT,43170
39781946700028,OLIVE PIZZA,38780
39782436800047,PIZZA DELICE,76680
39782789000039,LA DOLCE VITA,63730
39782811200029,LE MINARET,87000
39782871600027,PRONTO PIZZA,36400
39783266800016,L'EFFET MER,20169
39783422700035,EL GRINO,14100
39783766700013,LES PIZZAS DU PUITS VIEUX,69800
39785335900040,TIVOLI PIZZA,04000
39785368000023,LE BELKYSS,30600
39785635200034,AU PETIT CREUX,93270
39786623700027,CAMPING CHANTELERMUZE,07410
39786765600084,SNACK LES COQUELICOTS,17200
39787192200027,PIZZA MC GOY,43140
39787743200021,CROC' O RICO,67100
39787755600035,A LA PAUSE GOURMANDE,12800
39787755600050,A LA PAUSE GOURMANDE,12000
39787755600068,A LA PAUSE GOURMANDE,12000
39788849600031,CABANA,56340
39789883400023,TRY HAPPINESS,63240
39789883400049,Z HAPPY,63400
39789953500017,CROCQ PIZZ,23260
39790988800026,PIZZERIA CHEZ MEUH-MEUH,97418
39791278300065,SAVEUR ART,66000
39791600800048,PIZZA PRESTO,17110
39792415000022,ORIGINALS,92300
39793625300038,VERT'DELICES,06600
39793774900026,CHEZ HUGUETTE L'ANNEXE,20200
39794086700039,CYRABOU,60700
39795582400032,COTE PIZZA,81150
39795737400028,PIZZA FRANCISCO,85360
39795742400062,LA PIAZZA,83000
